psi_1,psi_2,y2,psi_1d,psi_2d,y2d,action
5.911535746553274,5.326923800051393,-12.909245324325628,-0.0807741389841249,-0.11086228890708807,1.3603192073489685,0.22648542842742048
5.910676385435937,5.3260318223768595,-12.898387351403986,-0.10742013966713371,-0.11149986709859636,1.3576581375189753,0.2973701233019006
5.909275023436569,5.325127284622157,-12.88759169863692,-0.1751702499210289,-0.11302699068369612,1.350120104998881,0.4634397283717129
5.908786623839567,5.324244480171702,-12.876669353900148,-0.06104994962530395,-0.1103828431661438,1.3655347132397564,0.17243861061199217
5.908078467906257,5.32335608508502,-12.865771136966053,-0.08851949166378435,-0.11106409921606802,1.362617688519998,0.24736380184807816
5.907159476095723,5.322462586482826,-12.85489434299303,-0.11487397631670031,-0.11168524953798145,1.3600360409843326,0.31669186377898884
5.905695110285507,5.321556525599885,-12.844080066743455,-0.18304572627709956,-0.11321243840460991,1.3524763178215067,0.48125574552123407
5.905159803596695,5.320672649897707,-12.83313631465989,-0.06691333610143145,-0.11051298212367988,1.3682292636470006,0.18862648838170726
5.904406762282987,5.319783290200733,-12.82221619974586,-0.09413016421359344,-0.11118108476917132,1.365373154944894,0.262352698816243
5.903444609706664,5.3188889238258,-12.81131705719264,-0.1202690720403249,-0.11179027989440417,1.3628475014776698,0.3305267782628105
5.901934546230422,5.317981990116239,-12.800480623969078,-0.18875793453035153,-0.11331793619206387,1.3552661662116667,0.4939744769494263
5.901365726633451,5.317097584029205,-12.789512580605184,-0.07110244962127223,-0.11057657490465952,1.3712784397848596,0.20013150580914685
5.9005806595442785,5.316207770752466,-12.778567838250222,-0.09813338614660826,-0.11123520427028254,1.3684640721428314,0.27297442976149533
5.899587775425295,5.315313021052313,-12.767643757576566,-0.1241105148728938,-0.1118357270449792,1.3659770238126518,0.34029847910304944
5.8980451779391,5.314405699278372,-12.756782560909828,-0.1928246857743982,-0.11336385385030122,1.3583756370451823,0.5029247511532668
5.897452810240122,5.313521159157498,-12.745788144553677,-0.07404596237229366,-0.11059141249674845,1.3745834270445694,0.20818377869114935
5.896645305547676,5.312631266987563,-12.73481680613359,-0.10093808655567568,-0.11124324180331029,1.3717967573517174,0.28037882661916136
5.89563096875791,5.311736489136915,-12.723865922336655,-0.12679209872081432,-0.11183750250402077,1.369335433838261,0.34708004808596105
5.894065716980189,5.310829135977987,-12.712978078222351,-0.19565647221513677,-0.11336594756165337,1.3617159285167355,0.5091055273997385
5.893457160507169,5.309944749338215,-12.701955815484414,-0.07606955912750432,-0.11057089262667237,1.378069313444814,0.213703748151016
5.892634308871197,5.309055050034739,-12.690956490404039,-0.10285645449653663,-0.11121786646500237,1.3753000579854142,0.2854252392316381
5.891605385855681,5.3081605014905255,-12.679977489386946,-0.12861537693959815,-0.11180763220015555,1.3728549495463855,0.35167212654693136
5.890024816745732,5.307253376156827,-12.669061666500225,-0.19757113874360335,-0.11333620497390101,1.3652191376852496,0.513260560728658
5.889405474177502,5.3063693493363555,-12.6580105400328,-0.07741782102877214,-0.11052500760729177,1.381679950408649,0.21737423265276012
5.888572484914383,5.30548003777558,-12.646982271514114,-0.1041236578898764,-0.11116854090679534,1.3789205849720962,0.2887505531169605
5.88753402155007,5.304585902948786,-12.635974252796824,-0.129807920539191,-0.11175510479547537,1.3764846928912933,0.35466731164983356
5.885943538779055,5.303679191452102,-12.625029536497376,-0.1988103463768844,-0.11328362726835572,1.3688340864299506,0.5159394497640375
5.885317357292235,5.302795670716102,-12.613948867734594,-0.07827268585260015,-0.11046115167787922,1.38537363263866,0.2196984290361521
5.884478037456716,5.301906884825382,-12.602891021486759,-0.10491497943983807,-0.1111022738119812,1.3826186569167034,0.2908237663045776
5.883433721158713,5.301013293998879,-12.591853392104897,-0.1305395372502877,-0.11168658047586084,1.3801868438400606,0.3565015563508762
5.881837278536495,5.300107127935969,-12.580879178440158,-0.199555327777243,-0.11321490505204576,1.3725226242453752,0.517546026390618
5.881207130546494,5.2992242153653475,-12.569768538728587,-0.07876849875007964,-0.11038476315092113,1.3891195983755131,0.22104533641135538
5.880364250411525,5.298336051161267,-12.558680718446464,-0.1053600168711444,-0.1110242228485146,1.386364993771037,0.2919886084666845
5.879316763524409,5.297443094774884,-12.547613112378354,-0.1309358608895752,-0.1116069614071952,1.3839334954108284,0.357494139380246
5.8788204974858065,5.296563090675901,-12.536466590144006,-0.06203325482530726,-0.11003197131498182,1.393541465801095,0.1751599768706784
5.878105712130416,5.295677530106041,-12.525344717091881,-0.08934816942384205,-0.11070903263822675,1.390560230181299,0.24958494076887705
5.877181277747599,5.294786898098677,-12.51424476062509,-0.11555429785208714,-0.11132624447024395,1.3879178075848277,0.31844349681757045
5.876054967952023,5.293891641279066,-12.503164165692086,-0.14078872444696536,-0.11188830450076467,1.3855922996537697,0.38193118164103623
5.8754935330935965,5.293009750139469,-12.492002131944023,-0.07017935730341743,-0.11026263873508617,1.3955076245571707,0.1976008154717639
5.874716236644401,5.292122447949133,-12.480864040274511,-0.09716205614939477,-0.11092175924079548,1.3926141929069253,0.27040290467049566
5.8737315538985655,5.291230206622469,-12.46974721317256,-0.12308534322952268,-0.11152263370296157,1.3900527995735885,0.33769721188021773
5.8725470567072175,5.29033346474351,-12.45864912453034,-0.14806214891847314,-0.11206934124155535,1.3878047350264093,0.3996697111396288
5.871938116930644,5.2894504092025,-12.44746762809282,-0.07611747207176141,-0.11040438045533384,1.3979598602353607,0.2138342863800764
5.871115253870737,5.288562048243793,-12.436309574695331,-0.10285788248837466,-0.1110504669862354,1.3951284084375515,0.28542899014598566
5.870086691729612,5.287668845132124,-12.425172321526084,-0.12857026764065851,-0.11163936519043845,1.392624721909117,0.3515587006018337
5.868859886160797,5.286771233314228,-12.414053359110573,-0.15335069610189345,-0.11217472636436185,1.3904322933576916,0.4124033478752227
5.868216775017653,5.285887551224459,-12.40284948222889,-0.08038889289295369,-0.11047994714291677,1.400770844033149,0.22544153554083923
5.867361176131241,5.284998640333954,-12.391668702711613,-0.10694986080155548,-0.11111658011979447,1.3979823272293317,0.2961431969961401
5.866301152383135,5.284104958133888,-12.380508399628244,-0.13250296851321502,-0.1116967311515631,1.3955188771792346,0.3614117079589887
5.865044092398763,5.283206934734151,-12.369366072886809,-0.15713249804668103,-0.11222375476886512,1.393365509326506,0.4214231402709565
