x0,x1,x2,u
3.88632,2.99843,14.4211,0.271472
3.86955,2.98588,14.4071,0.539213
3.85867,2.97348,14.3917,0.369905
3.85697,2.96122,14.3747,0.0605112
3.83833,2.94856,14.3574,0.586691
3.83426,2.93622,14.3382,0.144037
3.81475,2.92352,14.3186,0.608038
3.80327,2.91103,14.2973,0.388554
3.80123,2.8987,14.2743,0.0725742
3.78214,2.88597,14.2513,0.597733
3.77786,2.87356,14.2262,0.151378
3.75676,2.86077,14.2011,0.645107
3.74915,2.84831,14.1737,0.26484
3.74579,2.83587,14.145,0.119547
3.72436,2.82303,14.1168,0.65234
3.71988,2.81056,14.0858,0.158674
3.69835,2.79773,14.0553,0.654628
3.69385,2.78527,14.0219,0.159216
3.67242,2.77244,13.9891,0.652571
3.66456,2.75993,13.9536,0.273408
3.66098,2.74745,13.9169,0.12687
3.63926,2.73457,13.881,0.658992
3.63454,2.72207,13.8421,0.166942
3.61268,2.7092,13.804,0.662116
3.60459,2.69665,13.7631,0.280857
3.59978,2.68412,13.7209,0.169907
3.58382,2.67132,13.6792,0.517456
3.57629,2.65869,13.6354,0.262021
3.55075,2.64571,13.5927,0.738779
3.54272,2.63315,13.5462,0.278841
3.53778,2.6206,13.4987,0.174661
3.52154,2.60778,13.4518,0.524947
3.51269,2.59512,13.4028,0.305596
3.49384,2.58225,13.3542,0.59179
3.48214,2.56957,13.3034,0.395353
3.47529,2.55695,13.2509,0.239513
3.45763,2.5441,13.1992,0.562065
3.44845,2.53144,13.1451,0.316448
3.42923,2.51857,13.0915,0.600676
3.41636,2.50587,13.0356,0.430371
3.41307,2.49334,12.9775,0.116738
3.3929,2.48043,12.9214,0.623569
3.38317,2.46777,12.8623,0.334192
3.36341,2.4549,12.8039,0.613794
3.35031,2.44222,12.7431,0.436824
3.34688,2.42971,12.6798,0.1218
3.32647,2.41682,12.6189,0.629128
3.31658,2.40418,12.5549,0.339218
3.29658,2.39134,12.4918,0.61952
3.28694,2.37875,12.4255,0.330973
3.26728,2.36596,12.3602,0.611641
3.25406,2.35334,12.2924,0.440367
3.25057,2.3409,12.2221,0.124016
3.23015,2.32808,12.1545,0.62946
3.22013,2.31551,12.0836,0.343043
3.20002,2.30274,12.0138,0.622071
3.18661,2.29016,11.9414,0.446034
3.18299,2.27776,11.8664,0.128442
3.16104,2.26495,11.7947,0.664206
3.15513,2.25251,11.7184,0.207857
3.13222,2.23971,11.645,0.684845
3.11839,2.22717,11.5682,0.45829
3.11455,2.21482,11.4888,0.135999
3.09229,2.20205,11.4128,0.671091
3.08628,2.18967,11.3321,0.211091
3.06318,2.17692,11.2545,0.688993
3.04921,2.16444,11.1735,0.462122
3.04529,2.15215,11.0897,0.138937
3.02286,2.13944,11.0096,0.674714
3.01677,2.12713,10.9247,0.213832
2.99206,2.11441,10.8433,0.722405
2.9825,2.10209,10.7571,0.328559
2.97743,2.08982,10.6697,0.178759
2.95254,2.07713,10.5864,0.725994
2.94646,2.06489,10.4974,0.213298
2.92163,2.05226,10.4121,0.724848
2.91561,2.04008,10.3213,0.211258
2.89251,2.02753,10.2339,0.689188
