x0,x1,x2,u
1.73717,1.14117,-0.248292,0.489144
1.72723,1.13207,-0.367923,0.340587
1.72167,1.12308,-0.487766,0.195787
1.70812,1.11386,-0.605639,0.449995
1.70049,1.10484,-0.72421,0.265726
1.68564,1.09563,-0.841088,0.486939
1.67578,1.08661,-0.958603,0.338194
1.67029,1.07771,-1.07626,0.193422
1.65682,1.06857,-1.19195,0.447672
1.64927,1.05963,-1.30825,0.263212
1.63451,1.05049,-1.42286,0.48442
1.62673,1.0416,-1.53829,0.270676
1.61199,1.03253,-1.65208,0.483883
1.60231,1.02365,-1.7664,0.332484
1.59701,1.01489,-1.88077,0.186855
1.58381,1.00589,-1.99318,0.439837
1.57646,0.99709,-2.10607,0.256341
1.56198,0.988099,-2.21727,0.476564
1.55242,0.979296,-2.32888,0.328658
1.54721,0.970608,-2.44046,0.183878
1.5341,0.961685,-2.55011,0.437168
1.52683,0.952957,-2.66014,0.253586
1.51246,0.94404,-2.76848,0.473808
1.50298,0.935311,-2.87715,0.325736
1.49785,0.926697,-2.98573,0.181073
1.48484,0.917848,-3.09238,0.434377
1.47766,0.909193,-3.19933,0.250664
1.46339,0.900349,-3.3046,0.470825
1.45598,0.891741,-3.41035,0.258191
1.44173,0.882953,-3.51447,0.470257
1.43245,0.874357,-3.61881,0.319478
1.42752,0.865874,-3.72298,0.17406
1.41479,0.857157,-3.82524,0.426077
1.40783,0.848632,-3.92768,0.24332
1.39385,0.839916,-4.02845,0.46245
1.38471,0.831388,-4.12934,0.315148
1.37988,0.822971,-4.22998,0.17068
1.36725,0.814319,-4.32874,0.422982
1.36039,0.805858,-4.4276,0.240193
1.34652,0.797207,-4.52479,0.4593
1.33748,0.788742,-4.62202,0.311824
1.33274,0.78039,-4.71894,0.167565
1.32022,0.7718,-4.814,0.419877
1.31344,0.763402,-4.90909,0.236983
1.29969,0.754814,-5.00252,0.455999
1.29076,0.746411,-5.09591,0.308367
1.28611,0.738119,-5.18893,0.164325
1.2737,0.72959,-5.28012,0.416605
1.26703,0.721252,-5.37125,0.233655
1.25339,0.712723,-5.46074,0.452559
1.24649,0.704426,-5.5503,0.241211
1.23288,0.695947,-5.63828,0.451955
1.22415,0.687655,-5.72612,0.301632
1.21972,0.679475,-5.81352,0.156982
1.2076,0.671056,-5.89912,0.407949
1.20115,0.662826,-5.98455,0.225998
1.18782,0.654403,-6.06837,0.443819
1.17924,0.646162,-6.15196,0.29693
1.1749,0.638031,-6.23505,0.153364
1.16289,0.62966,-6.31637,0.404594
1.15654,0.621476,-6.39744,0.222696
1.14333,0.6131,-6.47692,0.440445
1.13485,0.604905,-6.55611,0.2934
1.13061,0.596818,-6.63473,0.150151
1.11871,0.588491,-6.71162,0.401369
1.11246,0.580351,-6.7882,0.219435
1.09936,0.572017,-6.86319,0.437068
1.09288,0.56391,-6.93798,0.227119
1.07979,0.555619,-7.01123,0.436571
1.07665,0.547638,-7.08449,0.111442
1.05421,0.539116,-7.15513,0.674962
1.0248,0.530608,-7.22489,0.809111
0.996716,0.522414,-7.29464,0.786227
0.967933,0.514472,-7.36419,0.798443
0.939154,0.506818,-7.43359,0.798379
0.910165,0.499452,-7.50282,0.80201
0.881059,0.492387,-7.57188,0.804008
0.851825,0.485632,-7.64078,0.806208
0.822486,0.479198,-7.70951,0.808002
0.793053,0.473094,-7.77807,0.809605
0.763539,0.467329,-7.84646,0.810971
0.733958,0.461914,-7.91469,0.812105
0.704322,0.456859,-7.98275,0.813021
0.674645,0.452172,-8.05066,0.813724
0.644939,0.447863,-8.11843,0.814213
0.615216,0.443941,-8.18605,0.814498
0.585487,0.440416,-8.25354,0.814586
0.555765,0.437296,-8.32091,0.814475
0.526062,0.43459,-8.38816,0.814164
0.496388,0.432307,-8.45532,0.81367
0.466755,0.430454,-8.52239,0.812985
0.437175,0.42904,-8.58938,0.812088
0.407656,0.428071,-8.65631,0.811042
0.378213,0.427556,-8.72318,0.809776
0.348854,0.427501,-8.79002,0.808347
0.31959,0.427911,-8.85682,0.806716
0.290432,0.428794,-8.9236,0.804908
0.261391,0.430154,-8.99037,0.802894
0.232478,0.431995,-9.05712,0.800704
0.203702,0.434323,-9.12387,0.798319
0.175075,0.43714,-9.19061,0.795719
0.146609,0.440449,-9.25733,0.792898
0.118315,0.444253,-9.32402,0.789883
0.0902048,0.448552,-9.39068,0.786614
0.0622915,0.453347,-9.45728,0.783102
0.0345871,0.458638,-9.5238,0.779345
0.00710597,0.464423,-9.5902,0.7753
-0.0201367,0.470701,-9.65645,0.770943
-0.0471257,0.477468,-9.7225,0.766271
-0.0905417,0.484308,-9.78942,0.997317
-0.0867352,0.492986,-9.85203,-0.134916
-0.0794107,0.501811,-9.91521,-0.255492
-0.0684018,0.510744,-9.97908,-0.374101
-0.059658,0.519596,-10.0443,-0.302258
-0.048835,0.528499,-10.1103,-0.368343
-0.0356618,0.537432,-10.1772,-0.439175
-0.025749,0.546233,-10.2457,-0.339787
-0.012969,0.555087,-10.3149,-0.427625
-0.00282918,0.563827,-10.3856,-0.346968
0.0104681,0.572624,-10.4571,-0.442791
0.021092,0.581297,-10.53,-0.36215
0.0349779,0.590024,-10.6037,-0.459789
